0.000014,-0.000190,0.920357,0.011052,0.001000,-0.015335,0.999821,-0.140094,0.071552,-0.286703,0.318598,-0.100846,-0.052227,-0.060007,-0.146351,-0.480505,0.365782,-0.221341,0.082560,0.000073,0.013193,0.063403,1.527579,-0.045202,1.420477,0.066005,0.048903,-1.590478,0.035655,1.416494,-0.063355
-0.000135,-0.000289,0.920362,0.013726,-0.007245,-0.013930,0.999783,-0.115450,0.066478,-0.295809,0.297378,-0.090276,-0.054635,-0.033730,-0.155646,-0.503277,0.353300,-0.220574,0.090598,0.004300,0.010868,0.102111,1.509866,-0.015601,1.350626,0.075905,0.087097,-1.578382,0.010408,1.353958,-0.068940
-0.000264,-0.000409,0.920327,0.015766,-0.013853,-0.012735,0.999699,-0.100582,0.061819,-0.295127,0.291917,-0.086557,-0.054827,-0.018361,-0.160785,-0.508145,0.350618,-0.219567,0.091861,0.007713,0.008374,0.138437,1.499488,0.024442,1.305060,0.093292,0.125282,-1.570537,-0.023594,1.316180,-0.078728
-0.000347,-0.000531,0.920271,0.017300,-0.018864,-0.011784,0.999603,-0.090303,0.058272,-0.293574,0.290293,-0.085108,-0.054801,-0.007898,-0.164333,-0.510275,0.350233,-0.219305,0.092077,0.010184,0.006287,0.171541,1.490767,0.071820,1.274054,0.117728,0.161783,-1.563878,-0.063377,1.292740,-0.093545
-0.000403,-0.000654,0.920217,0.018462,-0.022665,-0.011014,0.999512,-0.082716,0.055614,-0.292216,0.289535,-0.084247,-0.054809,-0.000257,-0.166962,-0.511833,0.350410,-0.219315,0.092111,0.012104,0.004618,0.201737,1.481722,0.124086,1.250477,0.148396,0.195651,-1.557022,-0.107887,1.276838,-0.112005
-0.000455,-0.000787,0.920173,0.019345,-0.025565,-0.010352,0.999432,-0.077028,0.053640,-0.291034,0.289073,-0.083604,-0.054863,0.005462,-0.168894,-0.513121,0.350787,-0.219406,0.092028,0.013583,0.003275,0.229625,1.472318,0.179616,1.230335,0.184926,0.227425,-1.550016,-0.155617,1.264882,-0.134722
-0.000516,-0.000929,0.920137,0.020037,-0.027774,-0.009773,0.999366,-0.072769,0.052140,-0.289960,0.288742,-0.083070,-0.054940,0.009733,-0.170400,-0.514307,0.351261,-0.219545,0.091799,0.014734,0.002191,0.255416,1.462396,0.237880,1.211573,0.226649,0.257289,-1.542395,-0.206061,1.254377,-0.161361
-0.000595,-0.001081,0.920108,0.020573,-0.029451,-0.009273,0.999311,-0.069591,0.051011,-0.288967,0.288427,-0.082592,-0.055031,0.012882,-0.171549,-0.515333,0.351806,-0.219729,0.091483,0.015598,0.001250,0.278693,1.451601,0.299615,1.192795,0.271929,0.285625,-1.533883,-0.258969,1.243798,-0.191328
-0.000699,-0.001247,0.920084,0.020995,-0.030726,-0.008860,0.999268,-0.067258,0.050178,-0.288047,0.288173,-0.082164,-0.055132,0.015139,-0.172421,-0.516189,0.352417,-0.219955,0.091081,0.016292,0.000443,0.300542,1.439596,0.363179,1.173477,0.320614,0.312900,-1.524592,-0.313731,1.232530,-0.224789
-0.000828,-0.001428,0.920063,0.021324,-0.031683,-0.008519,0.999234,-0.065599,0.049594,-0.287199,0.287985,-0.081806,-0.055258,0.016704,-0.173053,-0.516899,0.353037,-0.220219,0.090633,0.016955,-0.000251,0.320740,1.426486,0.428000,1.153235,0.371585,0.338794,-1.514254,-0.370804,1.220048,-0.261164
-0.000987,-0.001626,0.920044,0.021562,-0.032400,-0.008251,0.999208,-0.064444,0.049243,-0.286449,0.287810,-0.081514,-0.055416,0.017720,-0.173448,-0.517458,0.353646,-0.220541,0.090129,0.017485,-0.000849,0.339489,1.412185,0.493011,1.132200,0.423790,0.363284,-1.502459,-0.429915,1.205980,-0.300090
-0.001168,-0.001834,0.920026,0.021708,-0.032928,-0.008053,0.999189,-0.063672,0.049126,-0.285820,0.287664,-0.081238,-0.055591,0.018329,-0.173617,-0.517874,0.354194,-0.220901,0.089583,0.018006,-0.001473,0.356484,1.396756,0.556583,1.110161,0.476475,0.386408,-1.488824,-0.490224,1.190191,-0.341185
-0.001365,-0.002060,0.920009,0.021797,-0.033300,-0.007847,0.999177,-0.063244,0.049185,-0.285211,0.287586,-0.081052,-0.055772,0.018669,-0.173587,-0.518249,0.354573,-0.221235,0.088965,0.018589,-0.002075,0.371289,1.380752,0.617198,1.087390,0.528811,0.408211,-1.473703,-0.550336,1.172660,-0.384039
-0.001582,-0.002308,0.919989,0.021857,-0.033558,-0.007595,0.999169,-0.063127,0.049353,-0.284588,0.287568,-0.081018,-0.055930,0.018759,-0.173427,-0.518663,0.354976,-0.221579,0.088377,0.019232,-0.002659,0.383815,1.364669,0.673442,1.064285,0.580359,0.428329,-1.457124,-0.608909,1.153596,-0.428214
-0.001795,-0.002550,0.919972,0.021864,-0.033751,-0.007326,0.999164,-0.063157,0.049586,-0.283941,0.287554,-0.080949,-0.056108,0.018741,-0.173197,-0.519129,0.355419,-0.221918,0.087883,0.019911,-0.003246,0.393924,1.348713,0.724495,1.041600,0.630017,0.446023,-1.439678,-0.665085,1.133351,-0.472633
-0.001990,-0.002796,0.919965,0.021852,-0.033902,-0.007071,0.999161,-0.063231,0.049864,-0.283319,0.287506,-0.080694,-0.056299,0.018718,-0.172910,-0.519639,0.355743,-0.222169,0.087462,0.020602,-0.003768,0.401574,1.333413,0.769612,1.020465,0.676942,0.460928,-1.421533,-0.717455,1.112360,-0.516369
-0.002160,-0.003061,0.919966,0.021837,-0.034018,-0.006851,0.999159,-0.063304,0.050229,-0.282765,0.287418,-0.080338,-0.056516,0.018734,-0.172522,-0.520109,0.355904,-0.222313,0.087117,0.021343,-0.004248,0.406123,1.319675,0.785400,1.002030,0.719422,0.472799,-1.403516,-0.764955,1.091400,-0.558594
-0.002297,-0.003336,0.919970,0.021818,-0.034097,-0.006667,0.999158,-0.063370,0.050651,-0.282307,0.287305,-0.079949,-0.056758,0.018761,-0.172053,-0.520554,0.355971,-0.222419,0.086866,0.021950,-0.004689,0.407863,1.307346,0.785400,0.985968,0.756839,0.481246,-1.387128,-0.785400,1.072078,-0.597952
-0.002408,-0.003609,0.919974,0.021787,-0.034164,-0.006473,0.999158,-0.063444,0.051095,-0.281860,0.287230,-0.079554,-0.057017,0.018842,-0.171566,-0.521012,0.356002,-0.222562,0.086825,0.022355,-0.005125,0.407769,1.296199,0.785400,0.972091,0.785400,0.486042,-1.372866,-0.785400,1.054861,-0.633478
-0.002492,-0.003875,0.919976,0.021749,-0.034222,-0.006279,0.999158,-0.063540,0.051546,-0.281423,0.287203,-0.079169,-0.057288,0.018949,-0.171082,-0.521432,0.356030,-0.222749,0.086905,0.022599,-0.005518,0.406049,1.286494,0.785400,0.960752,0.785400,0.488108,-1.360445,-0.785400,1.039309,-0.665796
-0.002548,-0.004135,0.919980,0.021709,-0.034284,-0.006086,0.999158,-0.063606,0.051981,-0.280981,0.287207,-0.078822,-0.057551,0.019080,-0.170590,-0.521769,0.356056,-0.222861,0.086630,0.022837,-0.005824,0.403334,1.278202,0.785400,0.951262,0.785400,0.488401,-1.349695,-0.785400,1.025867,-0.695110
-0.002562,-0.004388,0.919985,0.021660,-0.034321,-0.005887,0.999159,-0.063674,0.052408,-0.280527,0.287236,-0.078530,-0.057816,0.019216,-0.170048,-0.521966,0.356057,-0.222974,0.086149,0.022889,-0.006065,0.400511,1.271125,0.785400,0.943590,0.785400,0.487632,-1.340558,-0.785400,1.014821,-0.721667
