0.000098,-0.000161,0.924087,0.004109,0.002375,0.021641,0.999755,-0.116903,0.059161,-0.168949,0.308942,-0.116577,-0.033049,-0.076997,-0.107825,-0.391824,0.340792,-0.197382,0.050727,0.004596,0.006162,-0.067058,1.402296,-0.175565,1.210936,0.282287,0.061848,-1.385509,-0.000345,1.380987,-0.017461
-0.000335,-0.000131,0.924210,0.007093,-0.006311,0.023914,0.999669,-0.090195,0.053664,-0.172254,0.286813,-0.105887,-0.034680,-0.049553,-0.115695,-0.411671,0.325201,-0.193018,0.055948,0.008232,-0.005386,-0.105406,1.339268,-0.169971,1.094486,0.376550,0.119917,-1.349599,-0.047425,1.287643,-0.031436
-0.000799,-0.000019,0.924261,0.009208,-0.013241,0.024876,0.999560,-0.074042,0.049017,-0.171335,0.280950,-0.102015,-0.034507,-0.033673,-0.120190,-0.415642,0.320850,-0.190234,0.056966,0.011643,-0.013402,-0.109456,1.307277,-0.140634,1.029503,0.450357,0.169184,-1.331681,-0.105591,1.220493,-0.061026
-0.001233,0.000126,0.924263,0.010712,-0.018414,0.025211,0.999455,-0.063195,0.045682,-0.170830,0.279347,-0.100652,-0.034106,-0.023322,-0.123313,-0.416571,0.319438,-0.188616,0.057201,0.014803,-0.018626,-0.098011,1.289307,-0.097652,0.995671,0.511711,0.209706,-1.315939,-0.173330,1.169751,-0.099550
-0.001658,0.000292,0.924255,0.011758,-0.022224,0.024945,0.999373,-0.055463,0.043404,-0.171347,0.278750,-0.099980,-0.033771,-0.016494,-0.125527,-0.416119,0.318946,-0.187415,0.057222,0.017482,-0.022033,-0.081519,1.276660,-0.049166,0.977876,0.566794,0.242474,-1.297999,-0.247727,1.127826,-0.142495
-0.002059,0.000473,0.924249,0.012475,-0.024945,0.024235,0.999317,-0.049984,0.041882,-0.172707,0.278519,-0.099603,-0.033496,-0.012173,-0.127097,-0.414727,0.318888,-0.186468,0.057128,0.019588,-0.024212,-0.063899,1.265542,-0.000637,0.965058,0.618027,0.269142,-1.277829,-0.323367,1.090409,-0.189124
-0.002433,0.000652,0.924247,0.012944,-0.026824,0.023261,0.999286,-0.046271,0.040938,-0.174581,0.278549,-0.099425,-0.033294,-0.009676,-0.128169,-0.412781,0.319080,-0.185720,0.056990,0.021253,-0.025609,-0.046667,1.255112,0.047207,0.953668,0.665374,0.291517,-1.256848,-0.394501,1.056208,-0.239991
-0.002778,0.000819,0.924252,0.013229,-0.028002,0.022204,0.999274,-0.044018,0.040423,-0.176635,0.278758,-0.099355,-0.033157,-0.008479,-0.128812,-0.410647,0.319221,-0.185074,0.056815,0.022563,-0.026507,-0.030696,1.245034,0.095164,0.943682,0.707923,0.310206,-1.236551,-0.459294,1.024303,-0.294670
-0.003107,0.000977,0.924267,0.013387,-0.028650,0.021167,0.999276,-0.042908,0.040177,-0.178653,0.279066,-0.099315,-0.033050,-0.008190,-0.129150,-0.408551,0.319172,-0.184391,0.056623,0.023458,-0.026958,-0.015615,1.235278,0.142146,0.934556,0.746329,0.325193,-1.216275,-0.518413,0.994672,-0.349643
-0.003433,0.001134,0.924288,0.013440,-0.028964,0.020292,0.999284,-0.042644,0.040103,-0.180367,0.279483,-0.099254,-0.032913,-0.008433,-0.129282,-0.406759,0.319022,-0.183711,0.056448,0.024039,-0.027085,-0.001563,1.225834,0.186708,0.926222,0.781770,0.336852,-1.196245,-0.571867,0.968318,-0.402088
