0.000131,-0.000101,1.049877,0.004652,0.006535,-0.037703,0.999257,0.151854,0.044697,-0.017932,0.175007,-0.083593,-0.193283,-0.047740,-0.007647,0.218010,-0.182041,0.010404,1.470403,-0.173051,1.285242,0.405829,-0.013008,-1.463555,0.018165,1.353237,-0.207729
-0.000014,-0.000376,1.050044,0.005262,0.002449,-0.037782,0.999269,0.157283,0.046929,0.002585,0.148277,-0.070908,-0.200284,-0.052648,0.010381,0.200911,-0.178430,-0.031702,1.443677,-0.167582,1.169862,0.477063,-0.001491,-1.447776,0.000568,1.272729,-0.223248
-0.000237,-0.000660,1.050128,0.005817,-0.000590,-0.036748,0.999307,0.156644,0.047319,0.011317,0.142107,-0.067032,-0.201959,-0.055127,0.019121,0.196827,-0.177372,-0.048509,1.424122,-0.142777,1.106868,0.537848,0.011958,-1.439894,-0.025112,1.221522,-0.244769
-0.000456,-0.000962,1.050155,0.006265,-0.002765,-0.035570,0.999344,0.155196,0.047367,0.015913,0.140754,-0.065699,-0.203284,-0.056673,0.024432,0.195644,-0.177350,-0.049331,1.408680,-0.106655,1.071977,0.590482,0.026031,-1.433489,-0.055152,1.188079,-0.270723
-0.000652,-0.001271,1.050162,0.006624,-0.004277,-0.034331,0.999379,0.153638,0.047332,0.018524,0.140539,-0.064959,-0.204654,-0.057727,0.028005,0.195138,-0.177549,-0.041471,1.395540,-0.063800,1.051910,0.637375,0.039508,-1.426906,-0.088049,1.164024,-0.299746
-0.000824,-0.001576,1.050162,0.006918,-0.005305,-0.033069,0.999415,0.152100,0.047266,0.019974,0.140610,-0.064363,-0.206088,-0.058456,0.030455,0.194870,-0.177766,-0.029065,1.383576,-0.017155,1.039161,0.680399,0.051799,-1.419232,-0.123244,1.144808,-0.330764
-0.000963,-0.001869,1.050161,0.007155,-0.005996,-0.031819,0.999450,0.150618,0.047196,0.020664,0.140833,-0.063862,-0.207529,-0.058962,0.032170,0.194712,-0.177954,-0.014382,1.372047,0.031453,1.030014,0.720632,0.062619,-1.410066,-0.160439,1.128118,-0.362941
-0.001059,-0.002146,1.050159,0.007373,-0.006457,-0.030594,0.999484,0.149155,0.047096,0.020933,0.141061,-0.063415,-0.208911,-0.059355,0.033432,0.194571,-0.178112,0.001472,1.360592,0.080026,1.022397,0.759321,0.072442,-1.400095,-0.198739,1.112895,-0.396216
-0.001101,-0.002400,1.050154,0.007567,-0.006766,-0.029386,0.999517,0.147762,0.046985,0.020981,0.141284,-0.063051,-0.210349,-0.059665,0.034401,0.194523,-0.178329,0.015073,1.346918,0.126518,1.016227,0.799141,0.082585,-1.395829,-0.238708,1.101205,-0.429301
-0.001078,-0.002625,1.050143,0.007749,-0.006988,-0.028211,0.999548,0.146391,0.046853,0.020953,0.141562,-0.062839,-0.211679,-0.059982,0.035204,0.194602,-0.178645,0.028708,1.335811,0.171596,1.009843,0.837852,0.092361,-1.386074,-0.276091,1.088394,-0.464362
