0.000014,-0.000190,1.045357,0.011052,0.001000,-0.015335,0.999821,0.174928,0.018320,-0.047807,0.196646,-0.083948,-0.289529,-0.075200,0.024474,0.222759,-0.206071,0.068177,1.460282,-0.044927,1.418779,0.231394,0.046339,-1.525693,0.040685,1.390949,-0.227423
-0.000135,-0.000289,1.045362,0.013726,-0.007245,-0.013930,0.999783,0.179408,0.017944,-0.020563,0.173520,-0.073831,-0.301407,-0.088382,0.050343,0.204664,-0.205247,0.106096,1.438783,-0.018101,1.339248,0.236947,0.085102,-1.518777,0.016570,1.324398,-0.229171
-0.000264,-0.000409,1.045327,0.015766,-0.013853,-0.012735,0.999699,0.178439,0.017067,-0.003738,0.167923,-0.071257,-0.303168,-0.096686,0.065838,0.199888,-0.204952,0.141458,1.425606,0.019295,1.284992,0.251418,0.124020,-1.514915,-0.016988,1.283755,-0.236527
-0.000347,-0.000531,1.045271,0.017300,-0.018864,-0.011784,0.999603,0.177106,0.016264,0.007980,0.166452,-0.070823,-0.303589,-0.102453,0.076433,0.198284,-0.205355,0.173712,1.414737,0.064322,1.246829,0.273637,0.161255,-1.511073,-0.056570,1.257952,-0.249623
-0.000403,-0.000654,1.045217,0.018462,-0.022665,-0.011014,0.999512,0.176057,0.015632,0.016645,0.165856,-0.070759,-0.303915,-0.106700,0.084181,0.197581,-0.205885,0.203178,1.404014,0.114360,1.217451,0.302363,0.195792,-1.506197,-0.100933,1.240113,-0.266747
-0.000455,-0.000787,1.045173,0.019345,-0.025565,-0.010352,0.999432,0.175179,0.015168,0.023138,0.165525,-0.070724,-0.304175,-0.109855,0.089970,0.197338,-0.206391,0.230421,1.393127,0.167666,1.192572,0.337010,0.228175,-1.500579,-0.148471,1.226489,-0.288265
-0.000516,-0.000929,1.045137,0.020037,-0.027774,-0.009773,0.999366,0.174408,0.014815,0.028004,0.165289,-0.070648,-0.304538,-0.112240,0.094276,0.197318,-0.206844,0.255605,1.382002,0.223656,1.169972,0.376749,0.258569,-1.493925,-0.198619,1.214544,-0.313681
-0.000595,-0.001081,1.045108,0.020573,-0.029451,-0.009273,0.999311,0.173718,0.014551,0.031643,0.165054,-0.070505,-0.304825,-0.114019,0.097440,0.197485,-0.207272,0.278234,1.370121,0.282965,1.148279,0.419814,0.287364,-1.486092,-0.251021,1.202827,-0.342341
-0.000699,-0.001247,1.045084,0.020995,-0.030726,-0.008860,0.999268,0.173108,0.014366,0.034324,0.164860,-0.070338,-0.305136,-0.115315,0.099697,0.197813,-0.207679,0.299384,1.357191,0.343856,1.126819,0.466078,0.315020,-1.477309,-0.305129,1.190642,-0.374322
-0.000828,-0.001428,1.045063,0.021324,-0.031683,-0.008519,0.999234,0.172575,0.014254,0.036232,0.164719,-0.070164,-0.305438,-0.116229,0.101246,0.198244,-0.208089,0.318790,1.343218,0.405798,1.105131,0.514337,0.341197,-1.467350,-0.361290,1.177523,-0.409026
-0.000987,-0.001626,1.045044,0.021562,-0.032400,-0.008251,0.999208,0.172064,0.014230,0.037557,0.164567,-0.069992,-0.305658,-0.116818,0.102265,0.198739,-0.208521,0.336633,1.328239,0.467601,1.083312,0.563629,0.365837,-1.455867,-0.419164,1.163216,-0.446055
-0.001168,-0.001834,1.045026,0.021708,-0.032928,-0.008053,0.999189,0.171695,0.014311,0.038434,0.164425,-0.069798,-0.305869,-0.117107,0.102867,0.199231,-0.208951,0.352564,1.312321,0.527686,1.061199,0.613198,0.388960,-1.442706,-0.477901,1.147653,-0.485016
-0.001365,-0.002060,1.045009,0.021797,-0.033300,-0.007847,0.999177,0.171306,0.014475,0.038925,0.164337,-0.069656,-0.306064,-0.117165,0.103229,0.199604,-0.209350,0.366186,1.295964,0.584620,1.038928,0.662281,0.410594,-1.428091,-0.536102,1.130835,-0.525528
-0.001582,-0.002308,1.044989,0.021857,-0.033558,-0.007595,0.999169,0.170944,0.014669,0.039047,0.164312,-0.069637,-0.306265,-0.117048,0.103329,0.200038,-0.209730,0.377442,1.279650,0.637139,1.016915,0.710546,0.430345,-1.412416,-0.592427,1.113025,-0.567216
-0.001795,-0.002550,1.044972,0.021864,-0.033751,-0.007326,0.999164,0.170555,0.014892,0.039011,0.164294,-0.069568,-0.306561,-0.116816,0.103336,0.200505,-0.210108,0.386216,1.263648,0.684482,0.995832,0.757057,0.447480,-1.395926,-0.646088,1.094519,-0.609074
-0.001990,-0.002796,1.044965,0.021852,-0.033902,-0.007071,0.999161,0.170198,0.015143,0.038919,0.164224,-0.069307,-0.306873,-0.116565,0.103330,0.200872,-0.210379,0.392538,1.248371,0.726123,0.976566,0.801141,0.461671,-1.378983,-0.695795,1.075821,-0.650294
-0.002160,-0.003061,1.044966,0.021837,-0.034018,-0.006851,0.999159,0.169876,0.015454,0.038817,0.164103,-0.068940,-0.307208,-0.116244,0.103385,0.201073,-0.210542,0.395886,1.234021,0.762907,0.959569,0.841528,0.472696,-1.362365,-0.740593,1.057546,-0.690138
-0.002297,-0.003336,1.044970,0.021818,-0.034097,-0.006667,0.999158,0.169618,0.015813,0.038724,0.163952,-0.068538,-0.307437,-0.115874,0.103488,0.201189,-0.210669,0.396565,1.220775,0.795341,0.944759,0.877425,0.480349,-1.346688,-0.780387,1.040273,-0.727718
-0.002408,-0.003609,1.044974,0.021787,-0.034164,-0.006473,0.999158,0.169344,0.016190,0.038608,0.163834,-0.068129,-0.307700,-0.115506,0.103619,0.201278,-0.210826,0.395517,1.209005,0.823495,0.932141,0.909419,0.484453,-1.332327,-0.815606,1.024361,-0.762030
-0.002492,-0.003875,1.044976,0.021749,-0.034222,-0.006279,0.999158,0.169116,0.016561,0.038475,0.163771,-0.067733,-0.307938,-0.115150,0.103796,0.201357,-0.211036,0.393009,1.198702,0.848199,0.921535,0.937365,0.485937,-1.319624,-0.846338,1.010182,-0.793461
-0.002548,-0.004135,1.044980,0.021709,-0.034284,-0.006086,0.999158,0.168855,0.016922,0.038370,0.163741,-0.067381,-0.308139,-0.114800,0.104007,0.201458,-0.211183,0.389605,1.189894,0.870024,0.912694,0.961674,0.485705,-1.308570,-0.872978,0.998087,-0.822108
-0.002562,-0.004388,1.044985,0.021660,-0.034321,-0.005887,0.999159,0.168600,0.017284,0.038280,0.163740,-0.067085,-0.308267,-0.114423,0.104225,0.201545,-0.211318,0.386204,1.182425,0.888960,0.905543,0.983159,0.484459,-1.299169,-0.895879,0.988277,-0.848191
-0.002536,-0.004626,1.044989,0.021601,-0.034339,-0.005704,0.999160,0.168358,0.017642,0.038197,0.163791,-0.066877,-0.308530,-0.114083,0.104468,0.201571,-0.211422,0.383065,1.176142,0.905347,0.900029,1.002214,0.482581,-1.291414,-0.915471,0.980586,-0.872026
-0.002473,-0.004846,1.044991,0.021527,-0.034349,-0.005542,0.999163,0.168127,0.018022,0.038127,0.163924,-0.066782,-0.308829,-0.113807,0.104699,0.201614,-0.211495,0.379587,1.170759,0.919993,0.895813,1.018430,0.480186,-1.285100,-0.932335,0.974573,-0.893462
-0.002377,-0.005062,1.044987,0.021491,-0.034376,-0.005408,0.999163,0.167926,0.018357,0.038130,0.164127,-0.066788,-0.309067,-0.113586,0.104925,0.201768,-0.211659,0.375767,1.166096,0.933218,0.892934,1.031718,0.477098,-1.279935,-0.947141,0.969974,-0.912197
