-0.000012,-0.000089,1.045378,0.005190,-0.000503,-0.032235,0.999467,0.064223,-0.011485,-0.009517,0.201190,-0.130987,-0.136690,-0.002893,-0.013263,0.235325,-0.201366,-0.051830,1.494187,-0.205029,1.180762,0.501124,-0.049977,-1.504424,0.007029,1.290278,-0.218213
0.000214,-0.000391,1.045480,0.005865,-0.004389,-0.032225,0.999454,0.066496,-0.011844,0.009229,0.178738,-0.123700,-0.141554,-0.005921,0.003448,0.220701,-0.200037,-0.145928,1.448067,-0.213702,1.050815,0.623283,-0.055108,-1.485819,-0.010161,1.197589,-0.249815
0.000643,-0.000860,1.045511,0.006462,-0.007232,-0.031659,0.999452,0.066190,-0.012029,0.018431,0.173370,-0.121595,-0.142661,-0.007672,0.012492,0.217090,-0.200089,-0.200250,1.411964,-0.201515,0.988773,0.715997,-0.055759,-1.472751,-0.036504,1.142787,-0.285890
0.001146,-0.001372,1.045490,0.006940,-0.009267,-0.031038,0.999451,0.065520,-0.012052,0.024198,0.172013,-0.121373,-0.143399,-0.008795,0.018515,0.215989,-0.200932,-0.226458,1.386442,-0.177361,0.962474,0.787427,-0.053047,-1.461480,-0.068904,1.110496,-0.323847
0.001689,-0.001908,1.045454,0.007342,-0.010671,-0.030472,0.999452,0.064862,-0.011968,0.028373,0.171342,-0.121508,-0.144046,-0.009532,0.022873,0.215491,-0.201945,-0.237158,1.367452,-0.145606,0.951770,0.844156,-0.047872,-1.450744,-0.104890,1.090215,-0.362043
0.002244,-0.002454,1.045416,0.007673,-0.011607,-0.030001,0.999453,0.064321,-0.011781,0.031486,0.170840,-0.121699,-0.144609,-0.009957,0.026011,0.215371,-0.203002,-0.239249,1.351877,-0.109305,0.947195,0.890632,-0.041048,-1.440142,-0.142872,1.075968,-0.399852
0.002794,-0.003008,1.045376,0.007971,-0.012203,-0.029629,0.999455,0.063882,-0.011538,0.033805,0.170467,-0.121906,-0.145059,-0.010189,0.028213,0.215586,-0.204103,-0.236319,1.338169,-0.070636,0.944633,0.930037,-0.033200,-1.429647,-0.181840,1.064508,-0.437071
0.003333,-0.003562,1.045334,0.008244,-0.012572,-0.029312,0.999457,0.063515,-0.011266,0.035539,0.170244,-0.122137,-0.145438,-0.010288,0.029772,0.216064,-0.205253,-0.229741,1.325973,-0.032276,0.942475,0.965955,-0.024931,-1.419210,-0.221386,1.054114,-0.473363
0.003854,-0.004112,1.045291,0.008502,-0.012790,-0.029028,0.999461,0.063190,-0.010984,0.036847,0.170147,-0.122381,-0.145786,-0.010317,0.030866,0.216752,-0.206443,-0.221156,1.314739,0.004865,0.940022,0.999444,-0.016499,-1.408854,-0.261013,1.044031,-0.508664
0.004356,-0.004651,1.045244,0.008756,-0.012915,-0.028793,0.999464,0.062919,-0.010705,0.037807,0.170294,-0.122719,-0.146078,-0.010309,0.031540,0.217812,-0.207750,-0.211903,1.304185,0.040944,0.937394,1.030623,-0.007903,-1.398702,-0.300100,1.034132,-0.543028
0.004846,-0.005175,1.045198,0.008995,-0.012962,-0.028567,0.999467,0.062666,-0.010426,0.038497,0.170647,-0.123150,-0.146362,-0.010262,0.032146,0.218623,-0.208904,-0.202861,1.294291,0.075809,0.934520,1.059789,0.000644,-1.388936,-0.338477,1.024543,-0.576427
0.005321,-0.005681,1.045154,0.009227,-0.012945,-0.028332,0.999472,0.062405,-0.010161,0.039007,0.171054,-0.123596,-0.146666,-0.010203,0.032653,0.219309,-0.209954,-0.194290,1.285012,0.109126,0.931396,1.087603,0.008976,-1.379522,-0.375876,1.015183,-0.608845
0.005775,-0.006167,1.045113,0.009447,-0.012883,-0.028111,0.999477,0.062173,-0.009905,0.039411,0.171405,-0.123994,-0.146956,-0.010124,0.033070,0.219922,-0.210921,-0.186593,1.276308,0.141165,0.928640,1.114390,0.016963,-1.370283,-0.412064,1.006184,-0.639998
0.006208,-0.006629,1.045078,0.009658,-0.012775,-0.027897,0.999483,0.061928,-0.009669,0.039833,0.171432,-0.124212,-0.147252,-0.010024,0.033427,0.220397,-0.211783,-0.179841,1.267723,0.171417,0.925525,1.139897,0.024446,-1.361095,-0.446734,0.997566,-0.669631
